user_id,R,F,user_type,user_type_name
635,4,3,0,流失用户
636,5,2,0,流失用户
638,1,13,1,高价值用户
640,3,6,1,高价值用户
641,0,5,2,潜力用户
642,0,3,2,潜力用户
644,2,1,2,潜力用户
645,3,3,2,潜力用户
646,4,5,0,流失用户
648,0,4,2,潜力用户
649,3,6,1,高价值用户
650,1,7,1,高价值用户
651,5,1,0,流失用户
652,1,1,2,潜力用户
655,3,4,2,潜力用户
656,0,1,2,潜力用户
657,8,1,0,流失用户
658,2,2,2,潜力用户
659,8,1,0,流失用户
660,0,1,2,潜力用户
661,6,1,0,流失用户
666,2,1,2,潜力用户
667,6,1,0,流失用户
669,0,2,2,潜力用户
670,4,6,1,高价值用户
671,0,3,2,潜力用户
674,2,2,2,潜力用户
675,1,6,1,高价值用户
676,4,5,0,流失用户
677,1,2,2,潜力用户
678,1,2,2,潜力用户
679,6,2,0,流失用户
680,3,4,2,潜力用户
681,0,4,2,潜力用户
682,5,1,0,流失用户
685,1,1,2,潜力用户
686,0,4,2,潜力用户
689,8,1,0,流失用户
691,6,3,0,流失用户
692,0,5,2,潜力用户
693,0,3,2,潜力用户
694,3,2,2,潜力用户
695,0,1,2,潜力用户
697,0,2,2,潜力用户
698,2,2,2,潜力用户
701,8,1,0,流失用户
702,8,1,0,流失用户
703,7,1,0,流失用户
704,0,5,2,潜力用户
706,0,1,2,潜力用户
707,8,1,0,流失用户
708,0,1,2,潜力用户
709,0,2,2,潜力用户
710,0,7,1,高价值用户
711,1,1,2,潜力用户
712,1,4,2,潜力用户
713,3,2,2,潜力用户
715,0,3,2,潜力用户
716,8,1,0,流失用户
717,1,3,2,潜力用户
718,0,2,2,潜力用户
721,0,5,2,潜力用户
722,6,1,0,流失用户
723,1,3,2,潜力用户
725,1,3,2,潜力用户
727,1,1,2,潜力用户
728,0,5,2,潜力用户
730,2,2,2,潜力用户
734,0,4,2,潜力用户
735,8,4,0,流失用户
736,1,2,2,潜力用户
737,0,3,2,潜力用户
738,0,4,2,潜力用户
739,4,1,0,流失用户
742,2,1,2,潜力用户
743,1,3,2,潜力用户
745,6,2,0,流失用户
746,0,1,2,潜力用户
747,1,2,2,潜力用户
748,4,4,0,流失用户
750,0,1,2,潜力用户
753,1,6,1,高价值用户
754,2,7,1,高价值用户
755,3,2,2,潜力用户
756,5,1,0,流失用户
759,5,1,0,流失用户
760,0,3,2,潜力用户
761,0,2,2,潜力用户
763,1,5,2,潜力用户
764,2,3,2,潜力用户
766,0,5,2,潜力用户
767,2,4,2,潜力用户
768,1,2,2,潜力用户
769,5,1,0,流失用户
772,1,3,2,潜力用户
774,8,1,0,流失用户
775,0,4,2,潜力用户
776,5,5,0,流失用户
778,6,1,0,流失用户
779,1,7,1,高价值用户
780,5,3,0,流失用户
784,3,3,2,潜力用户
785,2,8,1,高价值用户
786,7,3,0,流失用户
789,6,1,0,流失用户
790,1,2,2,潜力用户
791,0,5,2,潜力用户
792,2,2,2,潜力用户
793,0,6,1,高价值用户
794,1,1,2,潜力用户
795,0,4,2,潜力用户
796,1,1,2,潜力用户
797,3,2,2,潜力用户
798,2,2,2,潜力用户
799,2,2,2,潜力用户
803,0,5,2,潜力用户
804,1,11,1,高价值用户
808,4,4,0,流失用户
811,1,1,2,潜力用户
813,1,1,2,潜力用户
814,7,1,0,流失用户
815,2,1,2,潜力用户
816,0,5,2,潜力用户
819,3,2,2,潜力用户
820,0,5,2,潜力用户
821,2,2,2,潜力用户
822,2,32,1,高价值用户
823,4,5,0,流失用户
826,2,2,2,潜力用户
827,1,1,2,潜力用户
828,0,5,2,潜力用户
829,1,3,2,潜力用户
831,6,1,0,流失用户
832,6,1,0,流失用户
833,0,6,1,高价值用户
834,0,2,2,潜力用户
835,5,1,0,流失用户
836,5,3,0,流失用户
839,4,2,0,流失用户
840,0,1,2,潜力用户
841,5,1,0,流失用户
843,4,1,0,流失用户
844,2,5,2,潜力用户
846,4,1,0,流失用户
847,3,5,2,潜力用户
848,0,1,2,潜力用户
849,3,1,2,潜力用户
850,2,1,2,潜力用户
851,1,2,2,潜力用户
857,8,3,0,流失用户
862,2,5,2,潜力用户
864,1,4,2,潜力用户
865,1,6,1,高价值用户
867,1,2,2,潜力用户
869,4,5,0,流失用户
870,5,1,0,流失用户
871,2,6,1,高价值用户
873,7,1,0,流失用户
874,3,4,2,潜力用户
875,4,1,0,流失用户
876,0,2,2,潜力用户
878,1,4,2,潜力用户
879,3,2,2,潜力用户
880,5,2,0,流失用户
882,2,7,1,高价值用户
883,2,1,2,潜力用户
887,6,4,0,流失用户
888,5,1,0,流失用户
889,6,1,0,流失用户
893,4,1,0,流失用户
895,7,4,0,流失用户
896,1,4,2,潜力用户
897,4,3,0,流失用户
899,4,2,0,流失用户
900,1,4,2,潜力用户
901,0,1,2,潜力用户
902,1,1,2,潜力用户
903,0,3,2,潜力用户
906,1,2,2,潜力用户
907,7,1,0,流失用户
913,2,2,2,潜力用户
914,2,3,2,潜力用户
915,3,1,2,潜力用户
916,8,1,0,流失用户
917,3,2,2,潜力用户
918,1,3,2,潜力用户
919,6,2,0,流失用户
921,8,1,0,流失用户
922,2,2,2,潜力用户
924,0,9,1,高价值用户
926,5,2,0,流失用户
927,1,9,1,高价值用户
928,1,1,2,潜力用户
931,7,2,0,流失用户
932,3,1,2,潜力用户
933,1,5,2,潜力用户
934,3,1,2,潜力用户
935,2,1,2,潜力用户
936,7,1,0,流失用户
937,1,2,2,潜力用户
938,8,2,0,流失用户
939,7,1,0,流失用户
940,4,1,0,流失用户
941,0,2,2,潜力用户
942,4,5,0,流失用户
943,4,2,0,流失用户
944,0,5,2,潜力用户
945,0,3,2,潜力用户
946,1,10,1,高价值用户
947,0,4,2,潜力用户
948,5,4,0,流失用户
949,1,12,1,高价值用户
950,6,1,0,流失用户
951,3,3,2,潜力用户
953,5,3,0,流失用户
954,0,8,1,高价值用户
955,4,1,0,流失用户
958,8,1,0,流失用户
961,4,3,0,流失用户
962,7,3,0,流失用户
963,0,6,1,高价值用户
964,1,4,2,潜力用户
966,3,4,2,潜力用户
967,0,3,2,潜力用户
968,1,1,2,潜力用户
969,0,2,2,潜力用户
971,0,1,2,潜力用户
972,3,2,2,潜力用户
973,0,3,2,潜力用户
974,3,1,2,潜力用户
975,1,7,1,高价值用户
976,5,1,0,流失用户
980,5,5,0,流失用户
981,8,1,0,流失用户
983,0,2,2,潜力用户
985,0,5,2,潜力用户
987,2,4,2,潜力用户
988,3,1,2,潜力用户
989,4,3,0,流失用户
991,0,6,1,高价值用户
993,3,4,2,潜力用户
994,1,6,1,高价值用户
995,1,1,2,潜力用户
996,0,2,2,潜力用户
997,3,1,2,潜力用户
999,4,2,0,流失用户
1001,7,1,0,流失用户
1002,2,1,2,潜力用户
1004,4,1,0,流失用户
1005,2,3,2,潜力用户
1006,3,3,2,潜力用户
1007,7,1,0,流失用户
1008,5,3,0,流失用户
1009,1,3,2,潜力用户
1010,1,1,2,潜力用户
1012,4,2,0,流失用户
1014,6,9,1,高价值用户
1017,1,1,2,潜力用户
1020,7,1,0,流失用户
1021,5,1,0,流失用户
1025,0,1,2,潜力用户
1027,7,2,0,流失用户
1028,7,1,0,流失用户
1029,3,1,2,潜力用户
1031,1,1,2,潜力用户
1032,3,4,2,潜力用户
1033,1,4,2,潜力用户
1035,5,1,0,流失用户
1036,5,1,0,流失用户
1037,4,1,0,流失用户
1039,3,2,2,潜力用户
1040,2,2,2,潜力用户
1042,6,1,0,流失用户
1044,4,1,0,流失用户
1048,0,7,1,高价值用户
1050,3,4,2,潜力用户
1051,5,1,0,流失用户
1052,6,1,0,流失用户
1055,3,1,2,潜力用户
1056,3,2,2,潜力用户
1057,0,10,1,高价值用户
1058,2,3,2,潜力用户
1059,1,1,2,潜力用户
1060,7,1,0,流失用户
1061,8,1,0,流失用户
1063,0,1,2,潜力用户
1066,1,1,2,潜力用户
1067,4,1,0,流失用户
1069,6,1,0,流失用户
1070,0,8,1,高价值用户
1072,0,3,2,潜力用户
1074,3,1,2,潜力用户
1075,7,1,0,流失用户
1077,4,1,0,流失用户
1078,1,4,2,潜力用户
1079,7,1,0,流失用户
1080,7,1,0,流失用户
1081,0,8,1,高价值用户
1082,1,2,2,潜力用户
1083,0,3,2,潜力用户
1084,2,2,2,潜力用户
1085,7,5,0,流失用户
1088,4,4,0,流失用户
1089,0,1,2,潜力用户
1090,0,3,2,潜力用户
1091,4,1,0,流失用户
1095,1,1,2,潜力用户
1096,3,1,2,潜力用户
1098,1,1,2,潜力用户
1100,1,3,2,潜力用户
1101,0,3,2,潜力用户
1102,2,13,1,高价值用户
1105,7,4,0,流失用户
1109,2,2,2,潜力用户
1111,4,1,0,流失用户
1112,4,3,0,流失用户
1114,1,4,2,潜力用户
1115,8,1,0,流失用户
1117,2,2,2,潜力用户
1118,0,4,2,潜力用户
1119,0,8,1,高价值用户
1120,5,3,0,流失用户
1121,1,3,2,潜力用户
1123,3,3,2,潜力用户
1124,0,4,2,潜力用户
1125,4,2,0,流失用户
1126,8,1,0,流失用户
1127,1,5,2,潜力用户
1131,1,4,2,潜力用户
1132,0,3,2,潜力用户
1133,1,2,2,潜力用户
1135,4,2,0,流失用户
1138,4,1,0,流失用户
1139,4,3,0,流失用户
1140,7,2,0,流失用户
1141,4,2,0,流失用户
1142,0,4,2,潜力用户
1143,2,1,2,潜力用户
1144,5,2,0,流失用户
1145,1,4,2,潜力用户
1146,4,1,0,流失用户
1148,0,6,1,高价值用户
1149,0,7,1,高价值用户
1150,6,1,0,流失用户
1151,7,1,0,流失用户
1153,1,2,2,潜力用户
1155,2,1,2,潜力用户
1156,0,10,1,高价值用户
1158,0,2,2,潜力用户
1159,8,1,0,流失用户
1160,0,12,1,高价值用户
1161,6,2,0,流失用户
1163,0,1,2,潜力用户
1165,1,1,2,潜力用户
1166,6,1,0,流失用户
1167,8,1,0,流失用户
1168,0,3,2,潜力用户
1169,5,1,0,流失用户
1170,1,3,2,潜力用户
1174,5,2,0,流失用户
1175,5,2,0,流失用户
1177,2,2,2,潜力用户
1178,2,1,2,潜力用户
1179,1,2,2,潜力用户
1181,1,5,2,潜力用户
1182,0,2,2,潜力用户
1183,7,1,0,流失用户
1184,0,5,2,潜力用户
1185,3,9,1,高价值用户
1188,0,14,1,高价值用户
1189,0,2,2,潜力用户
1190,0,4,2,潜力用户
1191,4,3,0,流失用户
1192,1,9,1,高价值用户
1194,2,2,2,潜力用户
1195,2,1,2,潜力用户
1196,0,1,2,潜力用户
1197,0,3,2,潜力用户
1198,2,1,2,潜力用户
1199,0,6,1,高价值用户
1200,1,4,2,潜力用户
1201,2,2,2,潜力用户
1202,1,5,2,潜力用户
1203,7,1,0,流失用户
1205,1,4,2,潜力用户
1206,7,1,0,流失用户
1210,0,8,1,高价值用户
1212,0,6,1,高价值用户
1213,6,2,0,流失用户
1216,1,2,2,潜力用户
1220,2,4,2,潜力用户
1222,1,1,2,潜力用户
1223,4,5,0,流失用户
1224,3,1,2,潜力用户
1225,1,2,2,潜力用户
1226,3,1,2,潜力用户
1228,3,3,2,潜力用户
1230,1,2,2,潜力用户
1231,3,1,2,潜力用户
1233,0,3,2,潜力用户
1234,6,12,1,高价值用户
1235,1,1,2,潜力用户
1236,0,10,1,高价值用户
1241,5,1,0,流失用户
1242,5,1,0,流失用户
1243,1,3,2,潜力用户
1244,4,1,0,流失用户
1246,3,2,2,潜力用户
1248,2,12,1,高价值用户
1249,2,26,1,高价值用户
1250,5,1,0,流失用户
1252,0,3,2,潜力用户
1253,2,2,2,潜力用户
1254,5,3,0,流失用户
1255,4,2,0,流失用户
1256,1,3,2,潜力用户
1258,2,1,2,潜力用户
1260,1,4,2,潜力用户
1261,0,2,2,潜力用户
1263,0,2,2,潜力用户
1264,0,2,2,潜力用户
1265,6,1,0,流失用户
1266,4,3,0,流失用户
1269,1,10,1,高价值用户
1270,2,1,2,潜力用户
1271,4,5,0,流失用户
1273,4,1,0,流失用户
1274,4,2,0,流失用户
1275,8,1,0,流失用户
1276,0,1,2,潜力用户
1278,3,5,2,潜力用户
1280,3,1,2,潜力用户
1281,1,3,2,潜力用户
1282,1,1,2,潜力用户
1284,1,1,2,潜力用户
1286,2,2,2,潜力用户
1287,0,2,2,潜力用户
1288,0,2,2,潜力用户
1289,0,6,1,高价值用户
1290,0,1,2,潜力用户
1292,4,1,0,流失用户
1294,4,1,0,流失用户
1295,5,1,0,流失用户
1297,2,2,2,潜力用户
1298,2,2,2,潜力用户
1299,1,1,2,潜力用户
1300,6,7,1,高价值用户
1303,1,2,2,潜力用户
1304,1,6,1,高价值用户
1307,1,4,2,潜力用户
1308,5,2,0,流失用户
1309,0,4,2,潜力用户
1310,4,2,0,流失用户
1311,3,2,2,潜力用户
1312,3,3,2,潜力用户
1313,2,1,2,潜力用户
1314,1,1,2,潜力用户
1316,1,2,2,潜力用户
1318,0,3,2,潜力用户
1319,1,1,2,潜力用户
1320,1,3,2,潜力用户
1321,1,11,1,高价值用户
1323,6,1,0,流失用户
1324,5,1,0,流失用户
1325,2,2,2,潜力用户
1327,3,1,2,潜力用户
1329,1,2,2,潜力用户
1330,2,2,2,潜力用户
1335,1,10,1,高价值用户
1336,2,1,2,潜力用户
1338,7,1,0,流失用户
1339,4,1,0,流失用户
1340,0,3,2,潜力用户
1341,2,2,2,潜力用户
1343,1,3,2,潜力用户
1345,0,4,2,潜力用户
1348,1,1,2,潜力用户
1349,2,2,2,潜力用户
1350,8,1,0,流失用户
1351,3,4,2,潜力用户
1352,0,1,2,潜力用户
1353,6,1,0,流失用户
1354,1,5,2,潜力用户
1356,3,2,2,潜力用户
1357,0,2,2,潜力用户
1359,7,1,0,流失用户
1360,5,5,0,流失用户
1361,2,2,2,潜力用户
1366,0,2,2,潜力用户
1369,2,2,2,潜力用户
1370,6,1,0,流失用户
1371,1,2,2,潜力用户
1373,0,4,2,潜力用户
1374,0,1,2,潜力用户
1375,1,3,2,潜力用户
1377,3,5,2,潜力用户
1378,1,2,2,潜力用户
1379,4,2,0,流失用户
1380,6,3,0,流失用户
1381,8,1,0,流失用户
1383,0,1,2,潜力用户
1384,0,2,2,潜力用户
1387,3,3,2,潜力用户
1388,4,1,0,流失用户
1389,1,1,2,潜力用户
1393,2,2,2,潜力用户
1395,4,3,0,流失用户
1397,0,1,2,潜力用户
1398,3,1,2,潜力用户
1399,5,1,0,流失用户
1400,1,4,2,潜力用户
1402,4,6,1,高价值用户
1403,3,1,2,潜力用户
1405,4,1,0,流失用户
1409,1,4,2,潜力用户
1411,1,2,2,潜力用户
1413,1,3,2,潜力用户
1414,1,1,2,潜力用户
1415,1,3,2,潜力用户
1416,2,5,2,潜力用户
1418,2,5,2,潜力用户
1421,1,6,1,高价值用户
1423,1,2,2,潜力用户
1424,8,1,0,流失用户
1425,1,1,2,潜力用户
1426,0,4,2,潜力用户
1427,8,2,0,流失用户
1428,4,2,0,流失用户
1429,2,3,2,潜力用户
1430,4,1,0,流失用户
1432,1,6,1,高价值用户
1433,0,2,2,潜力用户
1434,0,1,2,潜力用户
1435,5,2,0,流失用户
1437,0,1,2,潜力用户
1438,6,2,0,流失用户
1439,4,3,0,流失用户
1440,0,1,2,潜力用户
1441,1,1,2,潜力用户
1442,3,3,2,潜力用户
1443,3,3,2,潜力用户
1444,0,4,2,潜力用户
1445,0,3,2,潜力用户
1446,8,1,0,流失用户
1447,1,2,2,潜力用户
1448,1,2,2,潜力用户
1449,1,2,2,潜力用户
1451,5,1,0,流失用户
1452,7,1,0,流失用户
1453,1,4,2,潜力用户
1454,4,3,0,流失用户
1455,3,3,2,潜力用户
1456,1,4,2,潜力用户
1458,0,3,2,潜力用户
1459,7,2,0,流失用户
1460,7,1,0,流失用户
1462,7,1,0,流失用户
1463,6,2,0,流失用户
1464,0,8,1,高价值用户
1466,0,2,2,潜力用户
1468,6,1,0,流失用户
1469,5,1,0,流失用户
1470,1,1,2,潜力用户
1471,1,6,1,高价值用户
1472,0,4,2,潜力用户
1473,0,4,2,潜力用户
1474,1,5,2,潜力用户
1476,0,2,2,潜力用户
1477,4,4,0,流失用户
1478,1,9,1,高价值用户
1479,3,3,2,潜力用户
1480,1,2,2,潜力用户
1481,1,1,2,潜力用户
1482,4,1,0,流失用户
1483,8,1,0,流失用户
1486,6,4,0,流失用户
1487,0,3,2,潜力用户
1488,1,11,1,高价值用户
1489,8,1,0,流失用户
1491,5,1,0,流失用户
1492,0,7,1,高价值用户
1493,2,1,2,潜力用户
1495,3,1,2,潜力用户
1497,0,12,1,高价值用户
1500,5,2,0,流失用户
1503,1,5,2,潜力用户
1504,8,1,0,流失用户
